"STATION","NAME","DATE","AWND","PGTM","PRCP","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT08"
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-07-24","5.37"," 1523","0.00",,"83","63","  120","  120","12.1","18.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-07-25","3.80"," 1725","0.00",,"89","66","  200","  210","13.0","17.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-07-26","8.50"," 2356","0.00",,"92","70","  230","  230","17.0","25.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-07-27","9.84"," 1320","0.00",,"88","74","  280","  300","16.1","23.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-07-28","8.50"," 1603","0.00",,"87","67","  270","  280","18.1","28.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-07-29","7.83"," 1338","0.40",,"87","71","  230","  230","18.1","27.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-07-30","5.59"," 1747","0.00",,"81","68","   70","   70","14.1","19.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-07-31","7.83"," 0851","0.00",,"83","64","   70","  340","13.0","21.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-01","5.82"," 1257","0.20",,"80","66","  150","  160","13.0","18.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-02","6.71"," 1244","1.30",,"74","65","  270","  310","17.0","27.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-03","6.49"," 1306","0.39",,"81","63","  250","  210","15.0","21.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-04","8.50"," 1613","0.00",,"74","63","  360","  350","18.1","28.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-05","3.58"," 1608","0.00",,"76","59","  270","  250","13.0","18.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-06","4.25"," 1158","0.00",,"77","60","  110","  110","16.1","23.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-07","4.47"," 1527","0.00",,"80","61","   80","  120","13.0","16.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-08","5.59"," 1421","0.00",,"84","61","  220","  230","15.0","21.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-09","8.05"," 1558","0.00",,"88","69","  220","  230","16.1","21.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-10","10.29"," 1546","0.00",,"88","75","  190","  230","18.1","29.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-11","6.93"," 0316","0.00",,"87","70","  240","  250","17.0","23.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-12","2.91"," 1457","0.00",,"84","63","  130","  130","12.1","16.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-13","5.59"," 1238","0.00",,"86","63","   80","   80","15.0","19.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-14","8.72"," 1601","0.17",,"81","68","   80","   80","17.0","25.9","    1",,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-15","6.71"," 2340","0.00",,"85","68","  170","  170","13.0","19.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-16","6.71"," 0523","0.53",,"83","67","  200","  220","16.1","23.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-17","5.59"," 1425","0.00",,"83","64","   10","  290","14.1","19.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-18","6.93"," 1115","0.00",,"78","62","  350","  360","15.0","23.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-19","4.03"," 1108","0.00",,"76","58","   30","   40","12.1","18.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-20","6.26"," 1457","0.00",,"80","59","  200","  210","15.0","21.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-21","5.59"," 1438","0.00",,"89","64","  190","  230","15.0","21.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-22","3.80"," 1154","0.00",,"89","66","  190","  240","13.0","17.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-23","4.70"," 1507","0.00",,"89","69","  210","  220","13.0","18.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-24","7.38"," 1243","0.00",,"90","70","  240","  220","17.0","23.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-25","6.26"," 1521","0.00",,"88","70","  360","  350","15.0","23.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-26","6.71"," 1253","0.44",,"84","67","  230","  220","16.1","21.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-27","10.29"," 1420","0.06",,"93","73","  320","  300","21.9","34.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-28","8.05"," 0516","2.19",,"79","68","   30","   30","21.0","30.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-29","10.74"," 0055","0.44",,"80","65","  260","  290","21.9","33.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-30","4.92"," 0056","0.00",,"75","58","  310","  320","13.0","18.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-08-31","6.26"," 1043","0.00",,"79","60","  160","  170","14.1","19.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-01","5.14"," 1932","0.56",,"84","65","  270","  270","21.9","21.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-02","8.50"," 1643","0.00",,"82","64","  280","  290","17.0","25.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-03","9.62"," 1545","0.00",,"85","62","  230","  230","25.1","38.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-04","7.61"," 1335","0.00",,"75","57","  280","  270","18.1","25.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-05","5.82"," 1746","0.00",,"75","57","   30","   30","17.0","23.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-06","8.28"," 2250","0.02",,"74","53","  210","  200","25.9","40.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-07","10.07"," 0130","0.94",,"83","66","  210","  200","25.9","38.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-08","8.95"," 0430","1.12",,"67","57","   20","   10","21.0","29.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-09","5.14"," 0055","0.00",,"70","59","   30","  330","12.1","16.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-10","7.38"," 0722","0.00",,"66","57","   30","   10","14.1","19.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-11","7.83"," 0853","0.00",,"66","55","   60","   60","16.1","23.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-12","5.59"," 1650","0.00",,"78","56","  140","  170","13.0","19.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-13","9.17"," 1426","0.12",,"77","63","  280","  280","17.0","25.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-14","5.82"," 1023","0.00",,"68","53","  340","   10","10.1","15.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-15","5.14"," 1114","0.00",,"69","48","  190","  190","14.1","19.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-16","8.50"," 2242","0.00",,"76","56","   10","   10","19.9","25.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-17","10.51"," 0415","0.00",,"70","51","   40","   30","17.0","23.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-18","10.29"," 1530","0.00",,"62","46","  360","   10","19.9","31.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-19","3.36"," 1103","0.00",,"63","39","  130","  130","10.1","14.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-20","6.49"," 1515","0.00",,"66","44","   80","  120","17.0","23.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-21","3.80"," 1507","0.00",,"70","46","  150","  140","15.0","19.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-22","3.13"," 1713","0.00",,"76","47","  200","  210","12.1","14.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-23","5.14"," 1303","0.00",,"81","54","  290","  270","13.0","19.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-24","5.59"," 1453","0.00",,"78","60","  220","  220","15.0","21.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-25","3.80"," 1605","0.00",,"80","55","  150","  140","13.0","17.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-26","9.84"," 1718","0.00",,"80","58","  200","  180","19.9","31.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-27","9.40"," 0152","0.00",,"79","63","  200","  230","17.0","29.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-28","4.47"," 1359","0.14",,"70","54","  280","  280","16.1","23.0","    1",,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-29","7.61"," 1436","0.00",,"63","51","  230","  230","15.0","19.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-09-30","11.41"," 1141","0.23",,"64","50","  230","  190","25.1","38.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-01","7.61"," 1428","0.16",,"63","46","  280","  290","21.0","29.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-02","7.61"," 1058","0.00",,"56","41","  300","  310","16.1","25.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-03","4.92"," 1032","0.00",,"58","42","  270","  270","14.1","19.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-04","5.59"," 1145","0.10",,"56","45","  350","  250","10.1","15.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-05","6.49"," 2141","0.00",,"58","42","  180","  200","13.0","18.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-06","11.41"," 1459","0.00",,"70","50","  240","  260","19.9","28.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-07","12.08"," 1218","0.00",,"73","52","  300","  300","25.1","42.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-08","3.80"," 1359","0.00",,"71","43","  260","  260","17.0","27.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-09","8.28"," 1958","0.00",,"76","43","  200","  210","21.0","34.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-10","12.08"," 0811","0.00",,"76","55","   60","  240","23.0","30.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-11","9.62"," 1412","0.00",,"63","52","   90","   70","16.1","21.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-12","9.62"," 2037","0.25",,"74","53","  310","  280","18.1","29.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-13","8.72"," 0001","0.00",,"67","46","  320","  330","18.1","31.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-14","10.29"," 2210","0.00",,"66","44","  210","  180","28.0","45.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-15","11.18"," 0005","0.03",,"66","46","  220","  210","21.0","31.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-16","8.50"," 1453","0.00",,"56","35","  230","  230","21.0","29.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-17","8.95"," 2101","0.00",,"57","38","  190","  180","21.9","34.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-18","10.51"," 1231","0.14",,"57","45","  190","  200","21.9","29.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-19","5.37"," 2241","0.14",,"47","42","   10","   20","13.0","17.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-20","7.61"," 2358","0.04",,"54","42","  150","  160","14.1","23.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-21","8.28"," 0302","0.19",,"62","48","  200","  220","21.9","35.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-22","4.47"," 1158","0.29",,"60","48","  120","  110","13.0","16.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-23","10.96"," 1535","0.15",,"78","47","  260","  260","28.0","45.0","    1",,,"    1"
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-24","6.71"," 0236","0.00",,"50","39","  360","  330","18.1","27.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-25","7.61"," 0917","0.00",,"47","34","   70","   60","14.1","19.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-26","5.37"," 1440","0.00",,"49","42","  340","  350","12.1","16.1","    1",,,"    1"
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-27","2.91"," 1257","0.12",,"42","38","  300","  280","8.1","11.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-28","8.50"," 0921","0.00",,"54","40","  230","  260","17.0","23.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-29","9.62"," 1825","0.00",,"53","41","   30","   30","23.9","35.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-30","8.72"," 1114","0.00",,"41","36","  360","  300","17.0","25.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-10-31","8.28"," 2108","0.00",,"49","28","  190","  180","19.9","33.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-01","16.55"," 1220","0.05",,"51","34","  290","  270","25.1","44.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-02","12.97"," 0015","0.00",,"48","30","  330","  330","23.9","36.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-03","7.83"," 1550","0.00",,"58","37","  210","  200","15.0","19.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-04","12.08"," 1826","0.00",,"69","47","  210","  200","18.1","27.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-05","9.84"," 0956","0.00",,"64","53","  230","  230","16.1","23.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-06","8.28"," 1400","0.00",,"69","48","  210","  200","14.1","18.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-07","7.38"," 1442","0.00",,"71","48","  210","  210","16.1","25.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-08","3.36"," 1547","0.00",,"72","43","  170","  170","12.1","15.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-09","5.82"," 2326","0.00",,"75","48","  180","  180","13.0","17.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-10","12.75"," 2229","0.20",,"76","60","  200","  180","29.1","44.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-11","10.07"," 0022","0.03",,"65","37","  240","  190","21.9","31.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-12","2.01"," 1319","0.00",,"49","31","  130","  160","10.1","13.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-13","7.38"," 1157","0.00",,"49","35","  280","  290","17.0","25.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-14","6.04"," 2334","0.03",,"47","26","  170","  180","17.0","25.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-15","19.69"," 1259","0.51",,"55","40","  230","  230","40.0","57.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-16","12.30"," 0337","0.04",,"46","34","  270","  240","23.9","45.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-17","10.29"," 0910","0.02",,"36","31","  310","  330","21.9","35.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-18","8.95"," 2149","0.00",,"42","26","  200","  200","19.9","27.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-19","17.45"," 1444","0.00",,"65","40","  220","  230","32.0","44.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-20","13.20"," 1234","0.00",,"67","45","  240","  260","21.9","32.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-21","4.92"," 0703","0.00",,"47","37","   20","   10","12.1","16.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-22","8.05"," 0534","0.37",,"40","33","  120","  120","15.0","21.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-23","7.83"," 1129","0.00",,"45","31","  330","  320","16.1","25.1","    1",,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-24","5.14"," 1608","0.12",,"41","25","  160","  160","14.1","23.0","    1",,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-25","5.82"," 1643","0.31",,"50","40","  200","  140","12.1","16.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-26","8.50"," 0827","0.21",,"51","46","  270","  270","16.1","21.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-27","9.17"," 2339","0.00",,"46","40","  290","  290","17.0","25.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-28","8.95"," 2124","0.00",,"46","31","  230","  230","15.0","25.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-29","8.95"," 0929","0.00",,"50","34","  230","  230","16.1","21.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-11-30","12.97"," 1328","0.19",,"44","30","  340","   10","21.9","35.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-01","11.41"," 0403","0.03",,"36","26","  330","  320","19.9","34.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-02","10.29"," 0147","0.00",,"45","31","  270","  290","15.0","23.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-03","12.75"," 1906","0.00",,"46","31","  220","  210","21.0","29.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-04","10.29"," 0020","0.00",,"46","38","  230","  240","21.0","28.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-05","7.83"," 1033","0.00",,"39","27","  350","   10","14.1","19.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-06","3.80"," 1120","0.00",,"34","27","  360","  340","8.1","11.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-07","6.26"," 1537","0.00",,"36","26","  340","  330","14.1","19.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-08","8.28"," 2346","0.00",,"38","24","  230","  210","23.0","30.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-09","7.38"," 0423","0.00",,"42","35","  240","  250","19.9","27.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-10","3.80"," 1246","0.00",,"48","27","  220","  210","13.0","18.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-11","6.04"," 2009","0.00",,"51","33","   50","   50","14.1","19.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-12","12.30"," 1911","0.48",,"56","36","  240","  230","30.0","40.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-13","6.04"," 0430","0.00",,"36","32","  300","  290","13.0","17.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-14","10.07"," 1239","0.00",,"37","26","  290","  330","21.9","34.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-15","6.26"," 2301","0.00",,"30","21","   70","   80","14.1","19.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-16","12.30"," 0547","0.06",,"30","26","   70","   80","21.9","31.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-17","4.70"," 0031","0.01",,"32","26","   20","   20","13.0","17.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-18","5.59"," 2259","0.00",,"34","26","  180","  180","10.1","14.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-19","10.51"," 0847","0.02",,"37","30","  190","  170","15.0","21.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-20","9.40"," 1255","0.00",,"41","32","  230","  240","21.9","29.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-21","8.05"," 1145","0.06",,"40","34","  240","  260","14.1","19.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-22","8.05"," 1339","0.00",,"40","35","  290","  290","16.1","23.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-23","15.88"," 1858","0.03",,"50","37","  190","  190","28.0","42.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-24","14.54"," 0144","0.01",,"49","22","  200","  210","30.0","45.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-25","10.74"," 2055","0.04",,"25","20","  280","  290","23.0","32.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-26","11.18"," 0143","0.00",,"28","20","  240","  250","21.0","29.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-27","8.95"," 2347","0.01",,"42","24","  210","  210","21.9","35.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-28","11.63"," 0331","0.01",,"45","26","  260","  270","28.0","42.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-29","6.26"," 2357","0.01",,"31","23","  160","  150","14.1","21.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-30","13.42"," 2120","0.10",,"44","28","  250","  300","23.0","34.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2020-12-31","6.04"," 0120","0.00",,"35","23","  290","  290","16.1","25.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-01","9.17"," 1717","0.22",,"33","21","   90","   90","21.0","31.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-02","4.03"," 0014","0.05",,"37","32","  110","   20","10.1","14.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-03","3.58"," 0416","0.17",,"35","33","  100","   80","10.1","16.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-04","6.49"," 1832","0.00",,"35","32","  210","  200","12.1","17.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-05","3.80"," 0001","0.00",,"35","31","  230","  230","13.0","17.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-06","4.70"," 1039","0.00",,"38","34","   30","  320","8.9","13.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-07","7.83"," 1517","0.00",,"37","29","   10","  360","16.1","23.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-08","10.74"," 1455","0.00",,"33","27","   10","   10","17.0","23.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-09","3.80"," 1119","0.00",,"43","24","   40","   40","10.1","13.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-10","2.24"," 2325","0.00",,"36","20","  240","  240","8.9","12.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-11","9.40"," 1310","0.00",,"31","26","  240","  230","18.1","25.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-12","9.17"," 1034","0.00",,"33","26","  230","  230","16.1","23.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-13","10.96"," 1628","0.00",,"46","31","  230","  220","18.1","23.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-14","6.93"," 1017","0.00",,"44","36","  220","  190","13.0","17.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-15","7.38"," 1628","0.08",,"40","30","  220","  220","14.1","19.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-16","7.38"," 1702","0.00",,"34","28","  250","  290","14.1","19.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-17","6.26"," 1417","0.07",,"38","33","  250","  260","12.1","16.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-18","8.05"," 2058","0.01",,"35","30","  260","  240","16.1","21.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-19","10.51"," 1429","0.00",,"34","28","  250","  250","18.1","27.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-20","11.41"," 2220","0.01",,"28","17","  210","  220","21.9","31.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-21","14.54"," 1819","0.00",,"42","28","  250","  270","23.0","36.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-22","10.96"," 0438","0.00",,"37","18","  310","  310","18.1","28.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-23","5.82"," 0040","0.00",,"29","17","  310","  310","14.1","19.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-24","5.59"," 1115","0.03",,"29","19","  150","  150","14.1","19.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-25","6.71"," 2051","0.00",,"31","20","   60","   50","14.1","21.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-26","11.18"," 0321","0.11",,"33","27","  350","   60","17.0","25.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-27","8.50"," 0008","0.00",,"29","18","  350","  340","16.1","23.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-28","9.40"," 0901","0.00",,"22","17","  320","  320","16.1","23.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-29","5.14"," 1046","0.00",,"28","13","  320","  310","12.1","17.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-30","6.04"," 2152","0.00",,"28","10","   80","   80","16.1","23.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-01-31","14.99"," 1132","0.00",,"31","26","   50","   50","21.9","31.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-02-01","12.75"," 1942","0.00",,"32","25","   10","   20","21.9","30.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-02-02","11.41"," 1656","0.00",,"34","23","  350","  350","21.0","29.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-02-03","6.71"," 0031","0.00",,"39","19","  340","  320","14.1","21.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-02-04","9.17"," 2212","0.12",,"34","19","  170","  170","23.0","36.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-02-05","19.69"," 0157","0.00",,"35","15","  240","  210","30.0","44.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2021-02-06","12.53"," 1241","0.00",,"20","13","  230","  250","21.0","27.1",,,,
