"STATION","NAME","DATE","AWND","PGTM","PRCP","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT08"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-15","11.41"," 1346","0.00",,"26","15","  250","  250","21.9","29.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-16","7.61"," 0403","0.01",,"32","21","  230","  240","16.1","23.0","    1",,,"    1"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-17","6.26"," 1349","0.00",,"34","21","   90","   90","14.1","17.0","    1",,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-18","9.40"," 2253","0.01",,"42","29","  240","  230","17.0","23.0","    1",,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-19","13.42"," 1059","0.00",,"48","37","  240","  240","23.9","34.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-20","5.37"," 0147","0.00",,"38","27","  300","  320","16.1","23.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-21","8.05"," 1900","0.00",,"34","27","   80","   90","18.1","23.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-22","5.14"," 0131","0.00",,"34","32","   90","   90","17.0","23.0","    1",,,"    1"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-23","6.49"," 1620","0.02",,"38","28","  300","  330","15.0","19.9","    1",,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-24","7.16"," 2351","0.22",,"28","21","  310","  310","13.0","21.0","    1",,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-25","11.86"," 1626",,,"22","10","  270","  250","25.1","36.0","    1",,,"    1"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-26","6.93"," 1406",,,"13","2","  250","  250","16.1","23.0",,,,"    1"
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-27","5.82"," 1214","0.00",,"13","0","  310","  310","13.0","17.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-28","3.36"," 1611",,,"14","-4","  140","  140","8.9","11.0","    1",,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-29","7.61"," 2229",,,"19","11","  230","  230","14.1","18.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-30","9.62"," 1458",,,"17","6","  290","  290","19.9","27.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-12-31","4.70"," 1554","0.00",,"17","-1","  340","  330","12.1","14.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-01","8.50"," 1140","0.00",,"15","-2","  300","  290","18.1","23.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-02","13.42"," 1729","0.00",,"12","2","  240","  250","21.0","27.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-03","11.86"," 0309","0.00",,"16","2","  240","  240","21.0","29.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-04","11.41"," 1136","0.00",,"16","0","  330","  310","19.9","28.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-05","9.17"," 1505","0.00",,"7","-3","  340","  330","17.0","25.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-06","5.59"," 1050","0.00",,"9","-4","  320","  330","14.1","19.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-07","12.30"," 1943","0.00",,"30","-3","  220","  220","23.0","31.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-08","12.75"," 1339","0.09",,"37","29","  230","  250","19.9","25.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-09","5.82"," 0112","0.00",,"37","27","  170","  260","12.1","17.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-10","8.05"," 2058","0.06",,"47","24","  210","  210","19.9","27.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-11","14.99"," 1248","0.00",,"56","45","  200","  210","21.9","32.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-12","17.45"," 2359","0.15",,"54","15","  360","  340","29.1","38.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-13","9.40"," 0024","0.00",,"19","9","  350","  340","23.9","33.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-14","6.04"," 1358","0.00",,"20","6","  180","  210","15.0","19.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-15","6.93"," 1321","0.00",,"22","15","  110","  100","14.1","17.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-16","9.17"," 0826","0.00",,"22","10","  240","  260","13.0","16.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-17","11.18"," 2214","0.00",,"24","4","  240","  230","23.0","30.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-18","14.32"," 2113","0.00",,"28","14","  240","  230","23.0","30.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-19","15.88"," 2307","0.00",,"37","23","  230","  250","25.1","35.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-20","12.08"," 0144","0.00",,"44","33","  240","  230","23.0","31.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-21","3.80"," 1045","0.00",,"42","35","  200","  180","12.1","16.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-22","7.38"," 1859","0.44",,"53","36","  180","  190","15.0","19.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-23","12.97"," 1424","0.07",,"48","27","  270","  260","23.0","35.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-24","6.71"," 0339","0.00",,"29","24","  300","  300","14.1","18.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-25","6.71"," 1426","0.00",,"33","24","  200","  190","14.1","18.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-26","10.96"," 2325","0.00",,"52","27","  210","  210","23.9","32.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-27","14.99"," 0458","0.00",,"50","36","  230","  230","28.0","38.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-28","5.82"," 2215","0.00",,"45","27","   50","   50","17.0","21.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-29","13.42"," 2023","0.09",,"30","17","   10","  330","23.0","31.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-30","6.93"," 0004","0.00",,"23","12","  350","  350","19.9","25.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-01-31","14.99"," 0922","0.00",,"41","19","  200","  200","25.9","36.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-01","12.97"," 1316","0.00",,"38","10","  290","  280","21.0","31.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-02","10.51"," 1613","0.00",,"20","10","  270","  250","17.0","23.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-03","13.20"," 2143","0.00",,"34","12","  200","  200","25.9","34.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-04","11.41"," 0115",,,"35","12","  250","  240","28.0","36.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-05","9.40"," 1943",,,"19","6","  230","  240","18.1","23.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-06","5.14"," 0225",,,"24","11","  260","  280","10.1","16.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-07","5.37"," 1425",,,"26","17","  290","  320","13.0","18.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-08","7.61"," 1322","0.00",,"21","9","  240","  230","19.9","25.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-09","5.82"," 1126",,,"24","14","  110","  100","13.0","18.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-10","7.38"," 1524",,,"23","20","   10","   10","15.0","18.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-11","8.28"," 2105",,,"28","20","  290","  280","14.1","21.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-12","4.70"," 0011","0.00",,"29","12","  350","  290","10.1","14.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-13","4.47"," 1001","0.00",,"25","6","  130","  130","13.0","16.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-14","9.62"," 1415","0.00",,"44","22","  220","  230","18.1","23.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-15","8.72"," 0944","0.07",,"46","38","  240","  230","17.0","23.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-16","7.61"," 1356","0.00",,"42","22","  330","  340","17.0","23.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-17","6.71"," 1139","0.00",,"33","19","  200","  200","14.1","18.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-18","8.05"," 1451","0.00",,"37","28","  210","  190","16.1","21.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-19","8.05"," 2106","0.47",,"59","31","  230","  220","25.9","38.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-20","10.96"," 1410","1.07",,"65","52","  220","  220","21.9","32.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-21","8.05"," 0544","0.43",,"56","30","  330","  330","17.0","23.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-22","9.40"," 0505","0.00",,"38","29","   60","   50","15.0","19.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-23","9.40"," 1627","0.05",,"49","33","  270","  270","18.1","25.1","    1",,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-24","8.95"," 2343","0.02",,"41","35","  110","  130","21.9","28.0","    1",,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-25","17.00"," 1357","0.03",,"50","35","  260","  230","32.0","44.1","    1",,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-26","7.83"," 1443","0.00",,"50","29","  230","  260","17.0","21.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-27","10.51"," 1703","0.00",,"59","36","  230","  210","23.0","29.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-02-28","10.51"," 1140","0.00",,"62","37","  240","  240","18.1","23.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-01","13.20"," 1617","0.88",,"37","32","  350","   10","21.9","31.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-02","9.40"," 0710","0.00",,"40","29","  340","  330","17.0","25.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-03","8.05"," 1524","0.00",,"40","26","  360","  360","15.0","19.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-04","7.83"," 1712","0.00",,"40","24","   10","   10","16.1","19.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-05","7.38"," 1213","0.00",,"37","22","   90","   90","13.0","18.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-06","8.72"," 0828","0.02",,"41","31","  120","  100","17.0","23.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-07","9.40"," 1430","0.04",,"35","26","  280","  310","19.9","25.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-08","13.20"," 1603","0.00",,"32","22","  270","  280","21.9","31.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-09","9.17"," 1439","0.00",,"34","28","  270","  280","16.1","21.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-10","6.93"," 1041","0.00",,"36","23","  350","  350","14.1","23.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-11","3.58"," 1657","0.00",,"39","20","   80","   80","12.1","15.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-12","4.25"," 1617","0.00",,"35","21","  320","  330","15.0","21.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-13","9.62"," 1339","0.00",,"34","26","  320","  330","17.0","23.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-14","10.51"," 0914","0.00",,"39","22","  290","  320","18.1","28.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-15","10.96"," 2231","0.00",,"35","23","  340","  310","21.0","31.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-16","6.71"," 0009","0.00",,"38","21","  350","  350","19.9","28.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-17","3.80"," 1804","0.00",,"46","22","   30","   20","14.1","17.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-18","6.71"," 1327","0.00",,"58","26","   80","  270","16.1","23.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-19","10.96"," 2106","0.00",,"42","26","   20","   40","18.1","23.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-20","14.09"," 1715","0.00",,"41","25","   30","   20","23.0","32.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-21","12.97"," 1216","0.00",,"40","28","   10","  360","21.9","28.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-22","7.16"," 1148","0.00",,"45","28","  360","  320","17.0","29.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-23","7.61"," 1529","0.00",,"43","25","   20","   10","16.1","21.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-24","11.41"," 2328","0.00",,"41","24","   40","   50","23.9","30.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-25","13.42"," 0055","0.00",,"38","22","   60","   40","21.9","30.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-26","13.20"," 0958","0.00",,"50","31","  130","  130","21.0","27.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-27","11.63"," 1604","0.20",,"54","40","  160","  240","18.1","23.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-28","6.04"," 0146","0.00",,"45","37","   10","   20","15.0","19.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-29","7.16"," 2347","0.36",,"44","38","   10","   10","16.1","21.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-30","8.50"," 0409","0.00",,"45","32","  360","  350","16.1","21.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-03-31","13.65"," 1249","0.06",,"50","31","  220","  210","29.1","36.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-01","6.71"," 0002","0.00",,"41","30","  320","  310","18.1","29.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-02","5.59"," 1335","0.00",,"41","23","  160","  150","14.1","19.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-03","10.29"," 1622","0.73",,"40","33","  100","  100","21.0","27.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-04","16.33"," 1239","0.00",,"37","29","  270","  290","30.0","46.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-05","9.40"," 1530","0.00",,"43","24","  250","  250","19.9","23.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-06","12.30"," 1229","0.10",,"44","27","  250","  270","28.0","36.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-07","7.16"," 1441","0.00",,"39","23","  270","  290","16.1","23.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-08","6.93"," 1548","0.00",,"40","22","   80","   70","14.1","17.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-09","5.37"," 0746","0.01",,"38","30","  140","  120","10.1","14.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-10","6.93"," 1946","0.00",,"46","30","  240","  240","15.0","19.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-11","10.51"," 1107","0.00",,"57","34","  230","  250","21.9","29.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-12","12.97"," 1510","0.01",,"75","41","  240","  260","29.1","38.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-13","9.62"," 1716","0.00",,"57","37","   70","   70","15.0","21.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-14","16.11"," 1722","0.73",,"44","30","   60","   70","23.9","36.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-15","13.65"," 0602","0.93",,"39","30","   80","   80","23.9","31.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-16","10.96"," 1448","0.00",,"38","31","  260","  260","19.9","27.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-17","13.42"," 0726","0.01",,"36","28","  290","  320","19.9","25.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-18",," 2218","0.00",,"41","32","   30","   30","17.0","25.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-19","9.62"," 1612","0.00",,"52","34","  330","  330","21.0","29.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-20","5.82"," 1136","0.00",,"55","33","   70","  320","14.1","16.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-21","2.91"," 1444","0.00",,"54","29","  150","  120","8.1","10.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-22","6.49"," 1359","0.00",,"60","32","   80","   80","15.0","19.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-23","8.50"," 1932","0.00",,"70","40","  170","  200","17.0","27.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-24","7.16"," 1111","0.13",,"60","49","  120","  160","15.0","17.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-25","8.95"," 1246","0.02",,"58","41","  360","  340","18.1","25.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-26","5.82"," 1332","0.00",,"62","36","  220","  200","15.0","19.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-27","6.71"," 1514","0.00",,"65","39","  190","  200","19.9","25.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-28","8.95"," 1131","0.01",,"50","36","   90","  330","17.0","23.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-29","6.26"," 1123","0.00",,"58","31","  360","   20","16.1","23.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-04-30","6.04"," 1620","0.00",,"71","36","  220","  210","16.1","23.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-01","12.97"," 1645","0.00",,"83","51","  220","  210","25.1","32.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-02","14.09"," 1556","0.34",,"84","62","  240","  250","25.9","34.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-03","8.72"," 1523","0.75",,"73","51","  230","  280","21.9","29.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-04","15.21"," 1222","0.18",,"75","53","  240","  230","38.0","52.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-05","9.62"," 1350","0.00",,"76","54","  200","  180","21.0","25.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-06","7.61"," 1804","0.01",,"72","51","   20","   10","23.0","29.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-07","6.71"," 1525","0.00",,"66","45","  140","  130","13.0","17.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-08","4.70"," 1403","0.00",,"75","44","  180","  190","14.1","18.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-09","8.95"," 2341","0.08",,"80","51","  190","  220","25.9","36.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-10","11.41"," 0010","0.06",,"72","45","  260","  260","25.1","35.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-11","9.40"," 1530","0.50",,"47","41","  110","  110","17.0","21.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-12","5.59"," 0415","2.60",,"51","42","   30","   60","13.0","18.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-13","4.25"," 1542","0.48",,"65","43","  220","  160","10.1","13.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-14","5.14"," 1535","0.03",,"76","51","  230","  230","17.0","23.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-15","6.49"," 0214","0.67",,"72","52","  360","  290","17.0","23.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-16","4.47"," 1505","0.00",,"74","49","  130","  130","12.1","14.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-17","8.72"," 1946","0.00",,"77","54","   10","   30","18.1","25.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-18","12.30"," 0914","0.00",,"73","52","   80","   70","21.0","27.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-19","8.05"," 0017","0.24",,"76","56","  210","   80","16.1","23.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-20","5.82"," 0229","0.00",,"66","50","   80","  340","13.0","17.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-21","6.04"," 1149","0.31",,"66","47","   90","   80","14.1","19.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-22","4.92"," 1727","0.00",,"76","54","  350","  290","15.0","21.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-23","3.80"," 1547","0.00",,"79","49","  180","  140","12.1","16.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-24","4.03"," 1512","0.00",,"82","55","  170","  210","15.0","19.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-25","7.38"," 1345","0.00",,"86","58","  200","  190","16.1","19.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-26","4.25"," 1545","0.00",,"82","64","  160","  180","12.1","16.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-27","4.92"," 1546","0.00",,"89","64","  220","  200","13.0","18.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-28","4.03"," 1529","0.00",,"93","67","  110","  130","14.1","17.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-29","6.93"," 1521","0.00",,"89","69","  100","  130","14.1","18.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-30","12.08"," 2030","0.01",,"85","69","  200","  190","25.9","35.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-05-31","12.08"," 1304","0.00",,"89","74","  230","  230","21.9","29.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-01","7.16"," 2127","0.00",,"81","58","   20","   30","17.0","23.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-02","8.28"," 0051","0.00",,"72","54","   30","   10","16.1","19.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-03","6.71"," 1757","0.86",,"76","55","  280","  270","21.0","28.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-04","13.42"," 1617","0.00",,"73","60","  300","  280","21.9","31.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-05","8.05"," 0012","0.16",,"67","51","  290","  280","21.9","32.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-06","5.14"," 1206","0.00",,"69","47","  120","   20","13.0","18.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-07","6.93"," 2003","0.00",,"83","60","   80","   90","15.0","19.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-08","7.38"," 1901","0.00",,"81","59","   80","   70","15.0","19.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-09","7.61"," 2112","0.07",,"67","62","   80","   70","15.0","19.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-10","9.40"," 1658","0.00",,"68","60","   80","   80","15.0","23.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-11","11.86"," 1204","0.00",,"76","58","  120","  130","21.0","27.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-12","6.49"," 1423","0.01",,"78","60","  160","  190","14.1","23.0",,,,"    1"
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-13","9.84"," 1635","0.00",,"86","68","  300","  300","21.9","31.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-14","7.16"," 1217","0.00",,"85","60","  330","  290","17.0","25.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-15","4.70"," 1624","0.00",,"79","58","  220","  100","13.0","15.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-16","5.14"," 0627","0.04",,"86","66","  260","  320","13.0","17.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-17","6.26"," 1551","0.00",,"95","67","  200","  210","16.1","19.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-18","12.30"," 1622","0.25",,"94","69","  270","  280","23.9","33.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-19","7.61"," 0926","0.00",,"76","65","  110","   80","14.1","19.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-20","4.92"," 1555","0.35",,"71","58","   30","   70","10.1","14.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-21","8.05"," 1145","0.00",,"77","58","   80","  110","16.1","19.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-22","11.18"," 1425","0.03",,"71","63","  100","   80","19.9","25.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-23","4.47"," 1747","0.16",,"79","66","  240","  240","13.0","16.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-24","6.49"," 1801","0.03",,"75","60","   10","   10","16.1","19.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-25","8.05"," 1315","0.00",,"74","55","   60","   60","15.0","19.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-26","7.38"," 1923","0.01",,"78","53","  100","  100","16.1","19.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-27","8.05"," 2005","1.04",,"79","68","  320","  320","16.1","25.1",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-28","5.82"," 1556","0.00",,"85","67","  200","  120","14.1","17.0",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-29","7.61"," 1149","0.00",,"88","68","  200","  170","16.1","21.9",,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2018-06-30","9.62"," 1654","0.00",,"92","76","  190","  210","17.0","21.9",,,,
